#id,RT,RI,abundance,CAS,weight
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~camphor",18.747,,2574418,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~endo-borneol",19.99,,9344665,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~terpinen-4-ol",20.432,,,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~alpha-terpineol",21.169,,11893725,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~octyl acetate",22.111,,,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~chavicol",23.917,,,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~bornyl acetate",25.34,,11269502,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~gamma-elemene",27.455,,2116831,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~alpha-cubebene",28.129,,,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~eugenol",28.48,,643720006,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~alpha-copaene",29.346,,,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~beta-elemene",29.659,,2269405,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~sesquiterpene a",29.978,,18647125,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~methyleugenol",30.5,,2112577,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~trans-alpha-bergamotene",31,,,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~beta-ylangene",31.129,,2042220,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~cis-alpha-bergamotene",31.879,,62678232,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~alpha-copaene",32.28,,,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~humulene",32.644,,5152417,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~cis-beta-farnesene",32.767,,5553499,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~cis-muurola-4(15)5-diene",32.925,,3195405,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~Germacrene D",33.71,,12237954,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~bicyclogermacrene",34.367,,8608790,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~alpha-bulnesene",34.592,,11639463,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~gamma-cadinene",35.038,,16138191,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~delta-cadinene",35.284,,2078563,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~sesquiterpene b",35.55,,,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~alpha-cadinene",35.97,,,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~nerolidol",37.08,,,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~epicubenol",38.984,,2087172,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~tau-cadinol",40.008,,17212911,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~Eucalyptol",13.147,,104107203,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~Ocimene",14.001,,12519775,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~gamma-terpinene",14.494,,1129614,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~terpinolene",15.882,,2868295,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~linalool",16.701,,291226657,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~camphor",18.747,,2184760,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~endo-borneol",19.99,,7810074,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~terpinen-4-ol",20.432,,1398091,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~alpha-terpineol",21.169,,11639419,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~octyl acetate",22.111,,1224460,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~chavicol",23.917,,1743810,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~bornyl acetate",25.34,,17485743,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~gamma-elemene",27.455,,6301078,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~alpha-cubebene",28.129,,801117,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~eugenol",28.48,,960817630,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~alpha-copaene",29.346,,3085367,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~beta-elemene",29.659,,2985936,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~sesquiterpene a",29.978,,50997919,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~methyleugenol",30.5,,1687972,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~trans-alpha-bergamotene",31,,984766,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~beta-ylangene",31.129,,5402460,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~cis-alpha-bergamotene",31.879,,159783096,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~alpha-copaene",32.28,,5507326,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~humulene",32.644,,13036115,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~cis-beta-farnesene",32.767,,13180178,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~cis-muurola-4(15)5-diene",32.925,,10096917,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~Germacrene D",33.71,,40051763,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~bicyclogermacrene",34.367,,25835500,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~alpha-bulnesene",34.592,,41617633,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~gamma-cadinene",35.038,,52006795,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~delta-cadinene",35.284,,6362033,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~sesquiterpene b",35.55,,3659152,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~alpha-cadinene",35.97,,2408474,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~nerolidol",37.08,,560653,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~epicubenol",38.984,,3915459,,
"2-20160501OB-UV~Treat6~FC1~2016-08-10T00:00:00.0Z~tau-cadinol",40.008,,29066029,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~Eucalyptol",13.147,,133802372,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~Ocimene",14.001,,11785806,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~gamma-terpinene",14.494,,1317264,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~terpinolene",15.882,,2856151,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~linalool",16.701,,339766743,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~camphor",18.747,,2642599,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~endo-borneol",19.99,,10292107,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~terpinen-4-ol",20.432,,1732955,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~alpha-terpineol",21.169,,14301601,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~octyl acetate",22.111,,,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~chavicol",23.917,,,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~bornyl acetate",25.34,,16580811,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~gamma-elemene",27.455,,4403561,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~alpha-cubebene",28.129,,,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~eugenol",28.48,,1079435289,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~alpha-copaene",29.346,,2459064,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~beta-elemene",29.659,,2094991,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~sesquiterpene a",29.978,,36399826,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~methyleugenol",30.5,,1913511,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~trans-alpha-bergamotene",31,,,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~beta-ylangene",31.129,,3853000,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~cis-alpha-bergamotene",31.879,,122530146,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~alpha-copaene",32.28,,3499523,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~humulene",32.644,,9958707,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~cis-beta-farnesene",32.767,,8883830,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~cis-muurola-4(15)5-diene",32.925,,7301377,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~Germacrene D",33.71,,28531815,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~bicyclogermacrene",34.367,,18083401,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~alpha-bulnesene",34.592,,28066396,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~gamma-cadinene",35.038,,36734312,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~delta-cadinene",35.284,,4940306,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~sesquiterpene b",35.55,,2031661,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~alpha-cadinene",35.97,,1616883,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~nerolidol",37.08,,,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~epicubenol",38.984,,3430447,,
"2-20160501OB-UV~Treat6~FC2~2016-08-10T00:00:00.0Z~tau-cadinol",40.008,,27871539,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~Eucalyptol",13.147,,136350143,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~Ocimene",14.001,,11175486,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~gamma-terpinene",14.494,,,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~terpinolene",15.882,,2631138,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~linalool",16.701,,326744390,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~camphor",18.747,,2559666,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~endo-borneol",19.99,,9090572,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~terpinen-4-ol",20.432,,1870923,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~alpha-terpineol",21.169,,13537634,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~octyl acetate",22.111,,,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~chavicol",23.917,,,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~bornyl acetate",25.34,,13770113,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~gamma-elemene",27.455,,3382769,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~alpha-cubebene",28.129,,,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~eugenol",28.48,,1005995073,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~alpha-copaene",29.346,,2156451,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~beta-elemene",29.659,,1712415,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~sesquiterpene a",29.978,,29310313,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~methyleugenol",30.5,,1692277,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~trans-alpha-bergamotene",31,,,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~beta-ylangene",31.129,,3254676,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~cis-alpha-bergamotene",31.879,,111416471,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~alpha-copaene",32.28,,3092957,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~humulene",32.644,,8156490,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~cis-beta-farnesene",32.767,,7929975,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~cis-muurola-4(15)5-diene",32.925,,5967282,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~Germacrene D",33.71,,23701149,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~bicyclogermacrene",34.367,,14232604,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~alpha-bulnesene",34.592,,23469217,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~gamma-cadinene",35.038,,30017221,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~delta-cadinene",35.284,,3763699,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~sesquiterpene b",35.55,,1648926,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~alpha-cadinene",35.97,,,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~nerolidol",37.08,,,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~epicubenol",38.984,,2432748,,
"2-20160501OB-UV~Treat6~FC3~2016-08-10T00:00:00.0Z~tau-cadinol",40.008,,20276472,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~Eucalyptol",13.147,,110329982,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~Ocimene",14.001,,19512349,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~gamma-terpinene",14.494,,,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~terpinolene",15.882,,2856907,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~linalool",16.701,,375691466,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~camphor",18.747,,4370273,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~endo-borneol",19.99,,2693129,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~terpinen-4-ol",20.432,,,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~alpha-terpineol",21.169,,13251461,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~octyl acetate",22.111,,3864535,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~chavicol",23.917,,2266303,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~bornyl acetate",25.34,,19559779,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~gamma-elemene",27.455,,4784096,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~alpha-cubebene",28.129,,,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~eugenol",28.48,,1268195882,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~alpha-copaene",29.346,,2350005,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~beta-elemene",29.659,,1708293,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~sesquiterpene a",29.978,,28993677,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~methyleugenol",30.5,,4526265,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~trans-alpha-bergamotene",31,,,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~beta-ylangene",31.129,,4219326,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~cis-alpha-bergamotene",31.879,,122482536,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~alpha-copaene",32.28,,4548509,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~humulene",32.644,,9125133,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~cis-beta-farnesene",32.767,,6614413,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~cis-muurola-4(15)5-diene",32.925,,8721558,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~Germacrene D",33.71,,32791122,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~bicyclogermacrene",34.367,,17189802,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~alpha-bulnesene",34.592,,20227217,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~gamma-cadinene",35.038,,41756449,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~delta-cadinene",35.284,,6525059,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~sesquiterpene b",35.55,,2694651,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~alpha-cadinene",35.97,,2047468,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~nerolidol",37.08,,,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~epicubenol",38.984,,4571255,,
"2-20160501OB-UV~Treat7~IC1~2016-08-10T00:00:00.0Z~tau-cadinol",40.008,,35880790,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~Eucalyptol",13.147,,120431770,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~Ocimene",14.001,,16534926,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~gamma-terpinene",14.494,,,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~terpinolene",15.882,,2730613,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~linalool",16.701,,364544696,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~camphor",18.747,,4289496,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~endo-borneol",19.99,,2487437,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~terpinen-4-ol",20.432,,1786978,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~alpha-terpineol",21.169,,13818178,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~octyl acetate",22.111,,2786055,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~chavicol",23.917,,2215267,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~bornyl acetate",25.34,,15248596,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~gamma-elemene",27.455,,3731586,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~alpha-cubebene",28.129,,,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~eugenol",28.48,,1241552408,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~alpha-copaene",29.346,,1727127,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~beta-elemene",29.659,,,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~sesquiterpene a",29.978,,23612102,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~methyleugenol",30.5,,3910203,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~trans-alpha-bergamotene",31,,,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~beta-ylangene",31.129,,3331758,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~cis-alpha-bergamotene",31.879,,98494129,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~alpha-copaene",32.28,,3426043,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~humulene",32.644,,7311703,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~cis-beta-farnesene",32.767,,5323816,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~cis-muurola-4(15)5-diene",32.925,,6606573,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~Germacrene D",33.71,,26852637,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~bicyclogermacrene",34.367,,13962660,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~alpha-bulnesene",34.592,,16479184,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~gamma-cadinene",35.038,,33312782,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~delta-cadinene",35.284,,4677756,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~sesquiterpene b",35.55,,1932233,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~alpha-cadinene",35.97,,,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~nerolidol",37.08,,,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~epicubenol",38.984,,3121576,,
"2-20160501OB-UV~Treat7~IC2~2016-08-10T00:00:00.0Z~tau-cadinol",40.008,,25633156,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~Eucalyptol",13.147,,168671957,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~Ocimene",14.001,,24641664,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~gamma-terpinene",14.494,,,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~terpinolene",15.882,,3276543,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~linalool",16.701,,445124460,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~camphor",18.747,,6100300,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~endo-borneol",19.99,,3174799,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~terpinen-4-ol",20.432,,2501470,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~alpha-terpineol",21.169,,15078426,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~octyl acetate",22.111,,3112306,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~chavicol",23.917,,1797205,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~bornyl acetate",25.34,,18118963,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~gamma-elemene",27.455,,2995191,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~alpha-cubebene",28.129,,,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~eugenol",28.48,,1319516980,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~alpha-copaene",29.346,,1946679,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~beta-elemene",29.659,,,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~sesquiterpene a",29.978,,19694175,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~methyleugenol",30.5,,4434749,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~trans-alpha-bergamotene",31,,,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~beta-ylangene",31.129,,3013994,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~cis-alpha-bergamotene",31.879,,94832001,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~alpha-copaene",32.28,,3408790,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~humulene",32.644,,6565443,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~cis-beta-farnesene",32.767,,4512485,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~cis-muurola-4(15)5-diene",32.925,,5915958,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~Germacrene D",33.71,,22080249,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~bicyclogermacrene",34.367,,11183541,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~alpha-bulnesene",34.592,,12717620,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~gamma-cadinene",35.038,,27746923,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~delta-cadinene",35.284,,4293986,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~sesquiterpene b",35.55,,1520569,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~alpha-cadinene",35.97,,,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~nerolidol",37.08,,,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~epicubenol",38.984,,3285299,,
"2-20160501OB-UV~Treat7~IC3~2016-08-10T00:00:00.0Z~tau-cadinol",40.008,,26401544,,
